asset_number,asset_description,lamp_type_lupvalue,lamp_rating_w,mounting_type_lupvalue,lat,lon,location
1540398,Feature Lighting -,9,200,Pole: Multiple Fixed,-37.82056814945794,144.95923545056726,"(-37.82056814945794, 144.95923545056726)"
1346556,Feature Lighting - Docklands,5,70,Inground,-37.81864696472549,144.94603194879127,"(-37.81864696472549, 144.94603194879127)"
1541757,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.823897556291946,144.94729493879282,"(-37.823897556291946, 144.94729493879282)"
1539499,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,10,14,Pole: Multiple Fixed,-37.824645650360864,144.94550949952216,"(-37.824645650360864, 144.94550949952216)"
1539662,Feature Lighting - Merchant Street between Bourke Street and Victoria Harbour Promenade,9,,Pole: Multiple Fixed,-37.81919292454653,144.94348068371195,"(-37.81919292454653, 144.94348068371195)"
1541389,Feature Lighting - Flinders Lane between Russell Street and Swanston Street,13,14,Pole: Multiple Fixed,-37.81637929533298,144.96714100239535,"(-37.81637929533298, 144.96714100239535)"
1544387,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82291119938409,144.94711222381818,"(-37.82291119938409, 144.94711222381818)"
1539273,Feature Lighting -,3,14,Pole: Multiple Fixed,-37.82388886515929,144.94363162388632,"(-37.82388886515929, 144.94363162388632)"
1541263,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81177056386356,144.96785178778902,"(-37.81177056386356, 144.96785178778902)"
1542626,Feature Lighting -,9,,Pole: Multiple Fixed,-37.822708036664196,144.94636670333333,"(-37.822708036664196, 144.94636670333333)"
1346924,Feature Lighting - Docklands,3,36,Parapet,-37.81792231955964,144.95048863139044,"(-37.81792231955964, 144.95048863139044)"
1539871,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.814710311707465,144.94237167434997,"(-37.814710311707465, 144.94237167434997)"
1540285,Feature Lighting - Intersection of Flinders Street and Queens Bridge,13,100,Pole: Multiple Fixed,-37.819499296234625,144.96104031797452,"(-37.819499296234625, 144.96104031797452)"
1539770,Feature Lighting - Newquay Promenade between Harbour Esplanade and Palmyra Way,9,,Pole: Multiple Fixed,-37.814271332370026,144.9433971252007,"(-37.814271332370026, 144.9433971252007)"
1347320,Feature Lighting - Docklands,3,36,Parapet,-37.81755525454301,144.94960616442282,"(-37.81755525454301, 144.94960616442282)"
1539650,Feature Lighting - Newquay Promenade between Harbour Esplanade and Palmyra Way,9,,Pole: Multiple Fixed,-37.8142788046286,144.94321096376748,"(-37.8142788046286, 144.94321096376748)"
1487732,Feature Lighting - Docklands,,,,-37.81839938240213,144.94475282732455,"(-37.81839938240213, 144.94475282732455)"
1544350,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.82149080888628,144.96962334613568,"(-37.82149080888628, 144.96962334613568)"
1540078,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,3,,Pole: Multiple Fixed,-37.81838436464127,144.9448571328722,"(-37.81838436464127, 144.9448571328722)"
1539474,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,13,70,Pole: Multiple Fixed,-37.824716651719044,144.94678485310428,"(-37.824716651719044, 144.94678485310428)"
1543862,Feature Lighting - Parliament Gardens,9,,Pole: Multiple Fixed,-37.80981573918134,144.9734964966771,"(-37.80981573918134, 144.9734964966771)"
1347098,Feature Lighting - Docklands,5,150,Parapet,-37.81779746574225,144.94900146062383,"(-37.81779746574225, 144.94900146062383)"
1487784,Feature Lighting - Docklands,,,,-37.81511097751547,144.94164720128614,"(-37.81511097751547, 144.94164720128614)"
1544649,Feature Lighting - Charles Grimes Bridge between Wurundjeri Way and Montague Street,13,70,Pole: Multiple Fixed,-37.824039454277674,144.94804287480014,"(-37.824039454277674, 144.94804287480014)"
1544099,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81087421163894,144.96730595825704,"(-37.81087421163894, 144.96730595825704)"
1487710,Feature Lighting - Docklands,,,,-37.81879428710531,144.94294508266958,"(-37.81879428710531, 144.94294508266958)"
1502859,Feature Lighting - Southbank,,125,Wall,-37.820365606748936,144.96413893403317,"(-37.820365606748936, 144.96413893403317)"
1543853,Feature Lighting - City Square,13,14,Pole: Multiple Fixed,-37.815533853072665,144.9670967459541,"(-37.815533853072665, 144.9670967459541)"
1539880,Feature Lighting - Saint Mangos Lane between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.81468767545282,144.94173651154017,"(-37.81468767545282, 144.94173651154017)"
1541141,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,9,,Pole: Multiple Fixed,-37.818057437833204,144.94567528365027,"(-37.818057437833204, 144.94567528365027)"
1543710,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81091871169121,144.96726170180017,"(-37.81091871169121, 144.96726170180017)"
1540547,Feature Lighting - Victoria Harbour,13,70,Pole: Multiple Fixed,-37.81816270949049,144.94509139043672,"(-37.81816270949049, 144.94509139043672)"
1544590,Feature Lighting - Lower Promenade,9,,Pole: Multiple Fixed,-37.81971329486634,144.9677632748902,"(-37.81971329486634, 144.9677632748902)"
1544389,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82383800455783,144.94717013965743,"(-37.82383800455783, 144.94717013965743)"
1544344,Feature Lighting - Birrarung Marr,13,35,Pole: Multiple Fixed,-37.81868673146763,144.9722948670277,"(-37.81868673146763, 144.9722948670277)"
1346738,Feature Lighting - Docklands,3,36,Parapet,-37.81773412804793,144.94964754067786,"(-37.81773412804793, 144.94964754067786)"
1544516,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82300078848048,144.9472486666205,"(-37.82300078848048, 144.9472486666205)"
1541370,Feature Lighting - Heffernan Lane between Lonsdale Street and Little Bourke Street,9,,Pole: Multiple Fixed,-37.81125678488119,144.9665016430923,"(-37.81125678488119, 144.9665016430923)"
1347414,Feature Lighting - Docklands,3,18,Wall,-37.82249971122833,144.95082356884433,"(-37.82249971122833, 144.95082356884433)"
1346601,Feature Lighting - Docklands,3,36,Parapet,-37.817765524827934,144.94933343158115,"(-37.817765524827934, 144.94933343158115)"
1544583,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.822761118740694,144.951647222018,"(-37.822761118740694, 144.951647222018)"
1539816,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,25,Building Eve,-37.8147766492236,144.94198042816933,"(-37.8147766492236, 144.94198042816933)"
1543526,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82241991516144,144.94540069508125,"(-37.82241991516144, 144.94540069508125)"
1539532,Feature Lighting - Victoria Harbour,13,70,Pole: Multiple Fixed,-37.81844846898176,144.94434267423634,"(-37.81844846898176, 144.94434267423634)"
1603045,Feature Lighting - Little Bourke Street between Russell Street and Swanston Street,9,3,Guy Wire (Catenary),-37.81222577383676,144.96636057950943,"(-37.81222577383676, 144.96636057950943)"
1544049,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82243832344354,144.94540349099728,"(-37.82243832344354, 144.94540349099728)"
1346933,Feature Lighting - Docklands,3,36,Parapet,-37.81770929583168,144.94990240736456,"(-37.81770929583168, 144.94990240736456)"
1346919,Feature Lighting - Docklands,3,36,Parapet,-37.817745797161024,144.94952328034145,"(-37.817745797161024, 144.94952328034145)"
1346873,Feature Lighting - Docklands,1,,Bridge Beam,-37.81424529096504,144.94741321698473,"(-37.81424529096504, 144.94741321698473)"
1542170,Feature Lighting -,9,,Pole: Multiple Fixed,-37.81904375252945,144.97298687695638,"(-37.81904375252945, 144.97298687695638)"
1487888,Feature Lighting - Docklands,,,,-37.819231226933304,144.9433495258587,"(-37.819231226933304, 144.9433495258587)"
1542740,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82346463402846,144.9472793407017,"(-37.82346463402846, 144.9472793407017)"
1543446,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82247448337971,144.94525398603258,"(-37.82247448337971, 144.94525398603258)"
1542307,Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street,9,,Pole: Multiple Fixed,-37.81039889360599,144.96409585517216,"(-37.81039889360599, 144.96409585517216)"
1542704,Feature Lighting - Swanston Street between Bourke Street and Little Bourke Street,9,,Pole: Multiple Fixed,-37.813007334220906,144.96529816906542,"(-37.813007334220906, 144.96529816906542)"
1544536,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82360041563183,144.947351451286,"(-37.82360041563183, 144.947351451286)"
1673047,Feature Lighting - Fitzroy Gardens,9,,,-37.812054837673585,144.98000315462218,"(-37.812054837673585, 144.98000315462218)"
1347553,Feature Lighting - Docklands,1,20,Tree,-37.81312032248965,144.94214399404467,"(-37.81312032248965, 144.94214399404467)"
1348039,Feature Lighting - Docklands,3,21,Inground,-37.8245878650036,144.94545411526448,"(-37.8245878650036, 144.94545411526448)"
1540744,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,9,,Pole: Multiple Fixed,-37.82096125459987,144.96158614752696,"(-37.82096125459987, 144.96158614752696)"
1541449,Feature Lighting - Victoria Harbour,9,,Pole: Multiple Fixed,-37.81713997322047,144.94513615964624,"(-37.81713997322047, 144.94513615964624)"
1503027,Feature Lighting - Southbank,,70,Guy Wire (Catenary),-37.82136692647137,144.96194734492522,"(-37.82136692647137, 144.96194734492522)"
1544815,Feature Lighting - Merchant Street between Bourke Street and Victoria Harbour Promenade,9,,Pole: Multiple Fixed,-37.819184004278235,144.943511717432,"(-37.819184004278235, 144.943511717432)"
1544682,Feature Lighting - Lincoln Square,9,,Pole: Multiple Fixed,-37.80243037881315,144.96321290729384,"(-37.80243037881315, 144.96321290729384)"
1540975,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.822804552238686,144.95161503550824,"(-37.822804552238686, 144.95161503550824)"
1348280,Feature Lighting - Docklands,1,,Inground,-37.815040717765974,144.94114109789805,"(-37.815040717765974, 144.94114109789805)"
1346999,Feature Lighting - Docklands,5,35,Inground,-37.82394715220879,144.9476517751709,"(-37.82394715220879, 144.9476517751709)"
1543111,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82387421490693,144.9472070476645,"(-37.82387421490693, 144.9472070476645)"
1487846,Feature Lighting - Docklands,,,,-37.81414004117779,144.9438809258997,"(-37.81414004117779, 144.9438809258997)"
1542489,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.8193701787587,144.97458746710478,"(-37.8193701787587, 144.97458746710478)"
1540648,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,1,50,Pole: Multiple Fixed,-37.81818883606241,144.94504965609786,"(-37.81818883606241, 144.94504965609786)"
1539521,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,9,,Pole: Multiple Fixed,-37.811669147145665,144.9681085802788,"(-37.811669147145665, 144.9681085802788)"
1542295,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81873050662899,144.9740174421098,"(-37.81873050662899, 144.9740174421098)"
1346491,Feature Lighting - Docklands,5,70,Inground,-37.81636037847137,144.94540104567693,"(-37.81636037847137, 144.94540104567693)"
1540680,Feature Lighting - Lower Promenade,9,,Pole: Multiple Fixed,-37.81973024514629,144.967470914107,"(-37.81973024514629, 144.967470914107)"
1346387,Feature Lighting - Docklands,,,,-37.81836518320091,144.9445609401541,"(-37.81836518320091, 144.9445609401541)"
1544474,Feature Lighting - Docklands Park,13,14,Pole: Multiple Fixed,-37.82021862577827,144.9463579058446,"(-37.82021862577827, 144.9463579058446)"
1539442,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.82422956541561,144.9443883502389,"(-37.82422956541561, 144.9443883502389)"
1347727,Feature Lighting - Docklands,1,,Building Facade,-37.82118635805935,144.93246064684857,"(-37.82118635805935, 144.93246064684857)"
1543843,Feature Lighting - Flinders Lane between Russell Street and Swanston Street,13,14,Pole: Multiple Fixed,-37.81637399814743,144.96717453001605,"(-37.81637399814743, 144.96717453001605)"
1539347,Feature Lighting - Victoria Harbour,1,,Pole: Multiple Fixed,-37.81599367042732,144.9398514449494,"(-37.81599367042732, 144.9398514449494)"
1347738,Feature Lighting - Docklands,1,18,Wall,-37.82462013747351,144.94662008927858,"(-37.82462013747351, 144.94662008927858)"
1543555,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82247514009776,144.9454090828417,"(-37.82247514009776, 144.9454090828417)"
1539402,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.824294696765755,144.94498583469837,"(-37.824294696765755, 144.94498583469837)"
1540217,Feature Lighting - Upfield Railway,,14,Pole: Multiple Fixed,-37.78684346731581,144.94183704253663,"(-37.78684346731581, 144.94183704253663)"
1540802,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,13,14,Pole: Multiple Fixed,-37.82131084909134,144.9616089463051,"(-37.82131084909134, 144.9616089463051)"
1540508,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.81494036035623,144.9442742578997,"(-37.81494036035623, 144.9442742578997)"
1541845,Feature Lighting -,,,Pole: Multiple Fixed,-37.82374757026479,144.9520910323129,"(-37.82374757026479, 144.9520910323129)"
1346811,Feature Lighting - Docklands,3,36,Parapet,-37.817528448978685,144.95001579629215,"(-37.817528448978685, 144.95001579629215)"
1347915,Feature Lighting - Docklands,5,70,Inground,-37.82510634342772,144.9463646543669,"(-37.82510634342772, 144.9463646543669)"
1544683,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.82277065292001,144.95165526864113,"(-37.82277065292001, 144.95165526864113)"
1542594,Feature Lighting -,9,,Pole: Multiple Fixed,-37.822635672076814,144.9460219307172,"(-37.822635672076814, 144.9460219307172)"
1541005,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.82291154678459,144.9515399336586,"(-37.82291154678459, 144.9515399336586)"
1542075,Feature Lighting - Arglye Square,9,,Pole: Multiple Fixed,-37.80256495369852,144.9661338329207,"(-37.80256495369852, 144.9661338329207)"
1543842,Feature Lighting - City Square,13,14,Pole: Multiple Fixed,-37.81633267978542,144.9671128391984,"(-37.81633267978542, 144.9671128391984)"
1540569,Feature Lighting - Victoria Harbour,1,50,Pole: Multiple Fixed,-37.8152559783873,144.94430162574582,"(-37.8152559783873, 144.94430162574582)"
1348005,Feature Lighting - Docklands,5,70,Inground,-37.8234816332528,144.9431058436615,"(-37.8234816332528, 144.9431058436615)"
1540812,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.8226880958986,144.96971824193875,"(-37.8226880958986, 144.96971824193875)"
1541695,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82314367148265,144.94728920820646,"(-37.82314367148265, 144.94728920820646)"
1346794,Feature Lighting - Docklands,1,,Inground,-37.81432016612639,144.94271562305852,"(-37.81432016612639, 144.94271562305852)"
1348216,Feature Lighting - Docklands,3,36,Parapet,-37.817638481483314,144.9487531929167,"(-37.817638481483314, 144.9487531929167)"
1347160,Feature Lighting - Docklands,5,70,Inground,-37.81517134835119,144.9416053126156,"(-37.81517134835119, 144.9416053126156)"
1543211,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.78690304442336,144.941543874302,"(-37.78690304442336, 144.941543874302)"
1543034,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82279946883226,144.94717716403193,"(-37.82279946883226, 144.94717716403193)"
1543345,Feature Lighting -,,,,-37.825026002648364,144.9470420148433,"(-37.825026002648364, 144.9470420148433)"
1543182,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.786949629374874,144.94160205078836,"(-37.786949629374874, 144.94160205078836)"
1539742,Feature Lighting -,2,125,Pole: Multiple Fixed,-37.820354949738075,144.96399688088292,"(-37.820354949738075, 144.96399688088292)"
1347279,Feature Lighting - Docklands,4,150,Bridge Beam,-37.8212166845455,144.9546411905934,"(-37.8212166845455, 144.9546411905934)"
